SalePrice,BsmtUnfSF_standardized,FullBath_standardized,TotRmsAbvGrd_standardized,GarageYrBlt_standardized,BsmtFinSF1_standardized,OpenPorchSF_standardized,KitchenAbvGr_standardized,BsmtFinSF2_standardized,OverallQual_standardized,2ndFlrSF_standardized,Id_standardized,HalfBath_standardized,BedroomAbvGr_standardized,MoSold_standardized,EnclosedPorch_standardized,GrLivArea_standardized,LotArea_standardized,TotalBsmtSF_standardized,MasVnrArea_standardized,GarageCars_standardized,3SsnPorch_standardized,MiscVal_standardized,YearRemodAdd_standardized,OverallCond_standardized,1stFlrSF_standardized,BsmtFullBath_standardized,LotFrontage_standardized,BsmtHalfBath_standardized,LowQualFinSF_standardized,PoolArea_standardized,Fireplaces_standardized,MSSubClass_standardized,ScreenPorch_standardized,GarageArea_standardized,YrSold_standardized,YearBuilt_standardized,WoodDeckSF_standardized,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
208500,-0.9445906057378156,0.7897405221108432,0.9122097711603002,0.9924258852482346,0.5754248369676035,0.2165031608388436,-0.21145358120204893,-0.2886528311122454,0.6514792433257054,1.1618515874685553,-1.730864877400689,1.2275853765130371,0.1637791168735145,-1.599111099180035,-0.3593249004055313,0.3703334392167798,-0.20714170777431132,-0.4593025408311876,0.5100153434679178,0.31172464418307205,-0.11633928614822256,-0.08768781151769862,0.8786680880058696,-0.5171998069472914,-0.7934337933349002,1.1078101491462133,-0.20803433059888823,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,-0.9512264882332893,0.07337496353744775,-0.2702083542015609,0.35100032086652694,0.1387774889497933,1.0509937888999856,-0.7521758378613592,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
181500,-0.6412279930944917,0.7897405221108432,-0.31868326571034533,-0.10154317610852794,1.171992119373828,-0.704483250333654,-0.21145358120204893,-0.2886528311122454,-0.07183611428306244,-0.7951632272572445,-1.728492204505006,-0.7616206719986545,0.1637791168735145,-0.489110050937792,-0.3593249004055313,-0.48251191458524123,-0.09188637231949037,0.4664649160883461,-0.5728345802734872,0.31172464418307205,-0.11633928614822256,-0.08768781151769862,-0.4295769652193609,2.179627757849301,0.25714042978945445,-0.8199643654586394,0.4098945178329282,3.948809348331338,-0.12024172373467248,-0.06869174753820707,0.6004949339126351,-0.8725627562389217,-0.2702083542015609,-0.060731012615303295,-0.6144386220786311,0.15673371079690998,1.6261947918523714,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
223500,-0.3016429789415173,0.7897405221108432,-0.31868326571034533,0.9113911399625485,0.09290718208021594,-0.07036145903455729,-0.21145358120204893,-0.2886528311122454,0.6514792433257054,1.1893506246778172,-1.7261195316093232,1.2275853765130371,0.1637791168735145,0.9908913467185322,-0.3593249004055313,0.5150125617367655,0.07347997855047012,-0.3133687545187488,0.3221740301658373,0.31172464418307205,-0.11633928614822256,-0.08768781151769862,0.8302145675160463,-0.5171998069472914,-0.6278260340246571,1.1078101491462133,-0.08444856091252495,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,0.6004949339126351,0.07337496353744775,-0.2702083542015609,0.6317262300586839,0.1387774889497933,0.9847523016330911,-0.7521758378613592,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
140000,-0.06166956894008201,-1.0260408358133,0.29676325272497744,0.7898390220340193,-0.49927357619066876,-0.1760484242510734,-0.21145358120204893,-0.2886528311122454,0.6514792433257054,0.9372761169262505,-1.7237468587136402,-0.7616206719986545,0.1637791168735145,-1.599111099180035,4.092523739317571,0.3836591478699364,-0.09689747386100432,-0.6873240819443732,-0.5728345802734872,1.6503069397927341,-0.11633928614822256,-0.08768781151769862,-0.720298088158301,-0.5171998069472914,-0.5217335632165325,1.1078101491462133,-0.4140106134094937,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,0.6004949339126351,0.3098593934815401,-0.2702083542015609,0.7908042452675729,-1.3676547331070554,-1.8636316508433721,-0.7521758378613592,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250000,-0.17486457365774016,0.7897405221108432,1.527656289595623,0.8708737673197054,0.4635684715164364,0.5637603322645395,-0.21145358120204893,-0.2886528311122454,1.3747946009344731,1.6178772878554806,-1.7213741858179572,1.2275853765130371,1.3900227611572622,2.100892394960775,-0.3593249004055313,1.299325699608267,0.37514829134961014,0.1996797129859189,1.3608259978361645,1.6503069397927341,-0.11633928614822256,-0.08768781151769862,0.7333075265363995,-0.5171998069472914,-0.045611255199583686,1.1078101491462133,0.5746755440814125,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,0.6004949339126351,0.07337496353744775,-0.2702083542015609,1.6984846849888804,0.1387774889497933,0.9516315579996439,0.7801971853099035,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
143000,-1.1392860138521876,-1.0260408358133,-0.934129784145668,0.5872521588198041,0.632449650727022,-0.25153911369144205,-0.21145358120204893,-0.2886528311122454,-0.7951514718918303,0.5018746944462716,-1.7190015129222744,1.2275853765130371,-2.288708171693981,1.3608916961326132,-0.3593249004055313,-0.2921446481115758,0.3606160968792197,-0.596115465499099,-0.5728345802734872,0.31172464418307205,10.802446267979857,1.3237359981507422,0.4910399240872828,-0.5171998069472914,-0.9486910676882531,1.1078101491462133,0.6158708006435336,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,-0.9512264882332893,-0.1631094664066446,-0.2702083542015609,0.03284429044874903,0.8919935999782177,0.7197863525655132,-0.43293145803401284,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
307000,-0.5665192899808374,0.7897405221108432,0.29676325272497744,1.0329432578910778,2.029557587832776,0.15611060928654868,-0.21145358120204893,-0.2886528311122454,1.3747946009344731,-0.7951632272572445,-1.7166288400265914,-0.7616206719986545,0.1637791168735145,0.6208909973044512,-0.3593249004055313,0.33987467658099335,-0.04337890939763529,1.4332762504082532,0.45476789837907056,0.31172464418307205,-0.11633928614822256,-0.08768781151769862,0.9755751289855163,-0.5171998069472914,1.3749928051335953,1.1078101491462133,0.2039182350223227,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,0.6004949339126351,-0.8725627562389217,-0.2702083542015609,0.7627316543483571,-0.6144386220786311,1.084114532533433,1.283007083537974,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
200000,-0.7951731995105069,0.7897405221108432,0.29676325272497744,-0.2230952940370571,0.9109939333211048,2.3755368788333873,-0.21145358120204893,-0.09022046788626462,0.6514792433257054,1.45746623746812,-1.7142561671309084,1.2275853765130371,0.1637791168735145,1.7308920455466943,3.37237175348001,1.0937290518167084,-0.013512744210212127,0.11303152736290836,0.7531041018588454,0.31172464418307205,-0.11633928614822256,0.6180240933165219,-0.5749375266888309,0.38174271465157283,-0.14394086229004052,1.1078101491462133,-0.04325330435040385,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,2.1522163560585597,0.07337496353744775,-0.2702083542015609,0.05155935106155949,0.8919935999782177,0.05737147989656824,1.1233848936243007,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
129900,0.8710572699334213,0.7897405221108432,0.9122097711603002,-1.9248249450364656,-0.9730181828073765,-0.704483250333654,4.32857919166548,-0.2886528311122454,0.6514792433257054,0.9281097711898298,-1.7118834942352257,-0.7616206719986545,-1.0624645274102333,-0.859110400351873,2.9959286699740124,0.49216848975992566,-0.44065903960886155,-0.2404018613625294,-0.5728345802734872,0.31172464418307205,-0.11633928614822256,-0.08768781151769862,-1.689368497954768,-0.5171998069472914,-0.3638886676239571,-0.8199643654586394,-0.7847679224685835,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,2.1522163560585597,-0.1631094664066446,-0.2702083542015609,-0.023300891389682367,0.1387774889497933,-1.3336997527082162,-0.03387598324982984,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118000,-0.9672296066813473,-1.0260408358133,-0.934129784145668,-1.600685963893721,0.8934478367797453,-0.644090698781359,4.32857919166548,-0.2886528311122454,-0.7951514718918303,-0.7951632272572445,-1.7095108213395427,-0.7616206719986545,-1.0624645274102333,-1.9691114485941161,-0.3593249004055313,-0.8346913575615222,-0.31037039952949874,-0.151473460328387,-0.5728345802734872,-1.02685765142659,-0.11633928614822256,-0.08768781151769862,-1.689368497954768,0.38174271465157283,-0.22156949946671697,1.1078101491462133,-0.8259631790307046,-0.24106103579929677,-0.12024172373467248,-0.06869174753820707,2.1522163560585597,3.147672552810648,-0.2702083542015609,-1.2538161266819705,0.1387774889497933,-1.0687338036406382,-0.7521758378613592,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
